no_of_posts,following,followers,bio_len,picture,link,caption_len,caption_per,non_image,engage_like,engage_comm,location_tag_per,avg_hashtag_count,promotion_key,follower_key,cosine_similarity,post_interval,class
26,178,1900,0,1,0,9,0.555555582,0.222000003,10.23999977,0.25,0,0,0,0,0.322777987,23.74080277,s
532,1100,2500,101,1,0,41,0.222222224,0.5,1.379999995,0.059999999,0.111000001,0.388999999,0,0,0.023724999,471.8303223,a
1,224,477,26,1,1,71,0,0,28.5699997,3.130000114,0,4,0,0,0,0,i
16,83,147,0,1,0,109,0.0625,0.312999994,5.5,0.230000004,0,1.875,0,0,0.243104994,21.83656311,s
3,343,1400,0,1,0,34,0.333333343,0,18.45999908,1.070000053,0,0.333000004,0,0,0,2442.03833,i
190,536,797,13,1,0,277,0.111111112,0.166999996,1.129999995,0.159999996,0,0.388999999,0.056000002,0,0.016122,96.46357727,a
87,260,890,45,1,0,8,0.555555582,0.833000004,7.820000172,0.059999999,0,0,0,0,0.237961993,41.12773132,s
2,10,114,0,1,0,8,0,0.5,65,10,0,0.5,0,0,0,0.063332997,i
9,49,301,0,1,0,23,0.333333343,0.222000003,12.02000046,2.49000001,0,0.111000001,0,0.222000003,0.083333001,50.84938431,s
0,384,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
2400,2000,7500,113,1,0,237,0.444444448,0.277999997,0.029999999,0,0.333000004,0,0,0,0.261923999,35.91319275,s
197,483,690,152,1,0,432,0,0.166999996,0.810000002,0.029999999,0.777999997,0.056000002,0,0,0.133838996,137.390686,a
304,394,780,106,1,0,1097,0,0,1.690000057,0,0,0,0,0,0.147882998,90.50597382,a
1,50,282,0,1,0,27,0,0,14,4,0,0,0,0,0,0,i
4100,2500,1200,155,1,1,369,0,0.611000001,0.409999996,0.029999999,0.388999999,0.111000001,0,0,0.060658,13.5396452,a
6100,1200,3700,182,1,0,149,0,0,0.839999974,0.01,0,0,0,0,0.435263008,1.306728005,s
97,662,1400,156,1,1,571,0,0.277999997,4.679999828,0.560000002,0.111000001,0.277999997,0.666999996,0.166999996,0.192625001,174.3499603,s
0,65,200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
211,2200,2400,147,1,1,663,0,0.111000001,0.059999999,0,0,1.332999945,0,0,0.873462021,0.033287,s
0,40,410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
28,415,3800,0,1,0,11,0.277777791,0.056000002,5.03000021,0.360000014,0,0,0,0,0.065358996,261.3868408,a
48,461,3300,205,1,0,17,0.055555556,0.388999999,3.279999971,0.100000002,0.111000001,0.111000001,0,0,0.009103,706.6685181,a
11,480,701,51,1,0,172,0.363636375,0,2.410000086,0.189999998,0,0.635999978,0.090999998,0.090999998,0.149504006,2219.114502,a
42,76,319,0,1,0,4,0.722222209,0.166999996,2.700000048,0,0,0,0,0,0.50980401,43.78628159,a
308,373,828,0,1,0,16,0.166666672,0.111000001,7.920000076,0.280000001,0.388999999,0.611000001,0,0,0.019608,20.26439858,a
0,73,527,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
7,106,125,0,1,0,11,0.428571433,0.713999987,11.72999954,0.400000006,0,0,0,0,0.190476,148.6181335,i
62,302,2700,156,1,0,105,0.055555556,0,4.050000191,0.129999995,0,1.055999994,0,0,0.425242007,51.19893646,s
101,1800,5200,0,1,0,11,0.722222209,0.388999999,4.400000095,0.07,0.222000003,0,0,0,0.436154008,427.8804321,s
19,235,1500,0,1,0,1,0.944444418,0.111000001,9.550000191,0.330000013,0,0,0,0,0.888889015,189.2936859,a
198,175,1200,139,1,0,48,0.333333343,0.277999997,9.300000191,0.129999995,0,0.611000001,0,0,0.126231,71.24147797,a
9,847,3700,25,1,0,6,0.444444448,0,6.940000057,0.200000003,0.111000001,0,0,0,0.166667,1165.598877,i
3,90,652,0,1,0,25,0.333333343,0,26.67000008,0,0.666999996,0.333000004,0,0,0,0.245093003,i
91,2400,898,50,1,0,28,0.666666687,0.333000004,2.099999905,0.090000004,0.277999997,0.444000006,0,0,0.431373,477.3447571,s
46,792,5600,148,1,0,69,0.111111112,0.555999994,2.339999914,0.100000002,0.166999996,0.611000001,0.056000002,0,0.011548,163.9496613,a
495,2400,7500,149,1,0,689,0,0.166999996,0.050000001,0,1,0,0,0,0.167043001,0.042098999,s
606,1700,5200,130,1,0,535,0,0.111000001,0.059999999,0,0,0,0,0,0.163780004,20.69739151,a
3,56,127,0,1,0,17,0.666666687,0,8.930000305,0.600000024,0,0,0,0,0.333332986,96.0034256,s
2,437,3700,0,1,0,0,1,0,23.90999985,2.970000029,0,0,0,0,1,3602.281006,i
8,2300,3400,0,1,0,0,1,0.375,0.170000002,0.01,0,0,0,0,1,396.0960999,i
174,848,3000,14,1,0,255,0.333333343,0.888999999,0.189999998,0.039999999,0,0,0,0,0.165594995,82.66913605,a
1,209,507,0,1,0,0,1,0,5.739999771,0.959999979,0,0,0,0,0,0,i
17,274,1400,0,1,0,12,0.470588237,0.175999999,11.27000046,0.600000024,0,0,0,0.352999985,0.227941006,115.8312912,s
20,118,1100,119,1,1,857,0.166666672,0,9.319999695,0.560000002,0,0,0,0,0.358704001,1.290493965,s
0,453,7500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
9,200,552,0,1,0,19,0,0.111000001,11.10999966,0.330000013,0,0,0,0,0.034816001,26.66506195,i
395,119,1100,0,0,0,59,0,0.166999996,5.320000172,0.469999999,0.166999996,0,0,0.166999996,0.464729995,0.02963,s
11,825,1400,0,1,0,2,0.727272749,0,4.320000172,0.090000004,0.090999998,0,0,0,0.50909102,734.7869873,a
12,785,5100,0,1,0,88,0.083333336,0.5,5.639999867,0.340000004,0.416999996,0,0,0,0.034906,725.5230103,a
122,1000,2600,0,1,0,11,0.5,0.777999997,2.670000076,0.079999998,0.388999999,0,0,0,0.183007002,609.4770508,a
262,206,601,164,1,0,24,0.833333314,0.111000001,5.559999943,0.239999995,0,0.333000004,0,0,0.686275005,321.298645,s
74,1900,4700,92,1,0,974,0,0.833000004,1.259999991,0.090000004,0.666999996,0.277999997,0,0,0.193122,432.726593,a
466,1200,7500,156,1,0,26,0.777777791,0.222000003,0.270000011,0.02,0,1.222000003,0,0,0.594771028,82.45888519,s
33,510,178,23,1,0,62,0.111111112,0.111000001,3.220000029,0.100000002,0.056000002,0,0,0.056000002,0.017306,476.105072,a
10,13,125,147,1,0,154,0,0,16.14999962,0,0.300000012,0.800000012,0,0,0.675373972,31.05452728,s
1,194,493,0,1,0,0,1,0,11.34000015,1.029999971,0,0,0,0,0,0,i
16,243,1400,131,1,0,148,0,0,3.269999981,0.129999995,0,1.75,0,0,0.161833003,58.54515457,a
83,1100,1000,19,1,0,81,0,0,15.11999989,0.800000012,0.555999994,1.667000055,0,0,0.012425,672.6046753,a
9,1200,6700,0,1,0,119,0,0,5.849999905,0.280000001,0.444000006,0,0,0,0.030876,1661.525024,i
4,283,1500,0,1,0,184,0,0,13.52000046,0.709999979,0,2.5,0,0,0.089299001,6.196389198,i
140,300,745,11,1,1,64,0.111111112,0.111000001,6.739999771,0.280000001,0.111000001,0.222000003,0,0,0.063826002,161.0946808,a
5,60,343,0,1,0,56,0,0,15.67000008,1,0,0,0,0,0.018787,66.43538666,i
75,1400,841,142,1,1,49,0.166666672,0.333000004,2.680000067,0.090000004,0.166999996,0.666999996,0,0.944000006,0.031440999,338.6933289,s
1100,786,3200,132,1,1,389,0,0,0.300000012,0.039999999,0,0.056000002,0.444000006,0.222000003,0.150861993,16.07845688,s
277,440,2600,25,1,0,292,0,0,1.279999971,0.109999999,0,1.222000003,0.166999996,0,0.089318998,55.35176086,a
28,341,991,0,1,0,10,0.444444448,0.166999996,3.130000114,0.409999996,0,0,0,0,0.184313998,487.1607056,a
321,503,984,97,1,0,501,0,0.111000001,1.809999943,0.07,0.277999997,0.555999994,0.333000004,0.056000002,0.046691001,96.79751587,s
9,1500,7500,0,1,0,0,1,0,0,0.02,0,0,0,0,1,0.015864,i
770,1100,7500,56,1,0,102,0,0.111000001,1.389999986,0.259999991,0.5,1.610999942,0,0,0.067477003,56.41571045,a
4,153,324,16,1,0,54,0,0.25,10.61999989,1.309999943,0.25,0,0,0,0,657.1864014,a
304,450,1600,0,1,0,903,0,0,3.009999991,0.379999995,0,0.111000001,0.111000001,0,0.218823001,419.8151856,s
4,82,988,210,1,0,8,0.5,0,56.40000153,6.099999905,0,0,0,0,0.166667,202.7530518,i
19,664,1400,141,1,0,105,0.111111112,0.722000003,0.449999988,0.02,0,0,0,0,0.327609003,19.38824081,s
23,112,166,152,1,0,85,0,0.166999996,5.900000095,0.5,0.333000004,1.110999942,0,0,0.122582004,832.5770264,a
1900,2400,2300,122,1,1,1024,0,0.111000001,0.07,0.01,1,1.555999994,0,0,0.643014014,28.58171272,s
2,47,309,0,1,0,0,1,0,40.43000031,3.190000057,0,0,0,0,1,1031.878906,i
104,503,2300,0,1,0,10,0.833333314,0.444000006,0.920000017,0.02,0.222000003,0,0,0,0.687467992,55.15501404,s
24,221,3100,0,1,0,6,0.611111105,0.444000006,11.21000004,0.180000007,0,0,0,0,0.359477013,1232.521851,s
4,114,466,0,1,0,0,1,0,19.07999992,0.879999995,0,0,0,0,1,5.022985935,i
9,343,2900,0,1,0,0,1,0.222000003,9.199999809,0.259999991,0.111000001,0,0,0,1,247.3043518,i
27,508,1700,9,1,0,460,0.333333343,0.111000001,1.649999976,0.090000004,0,0.111000001,0.277999997,0.111000001,0.133111998,590.4664917,a
376,1500,5200,132,1,0,3,0.833333314,0.444000006,2.160000086,0.029999999,0.111000001,0.056000002,0,0,0.686275005,173.5288544,a
9,141,1500,32,1,0,10,0.333333343,0,13.39999962,0.239999995,0.333000004,0,0,0,0.027778,655.0678711,i
91,1400,7500,149,1,0,569,0,0.111000001,1.009999991,0.039999999,0,0.056000002,0.166999996,0,0.133295998,130.1379547,a
14,172,261,0,1,0,94,0,0,2.450000048,0.209999993,0,0.57099998,0,0,0.064287998,360.0620728,a
32,422,1500,0,1,0,7,0.5,0,5.539999962,0.170000002,0,0,0,0,0.235293999,270.5898438,s
317,553,2000,0,1,0,21,0.722222209,0.111000001,1.450000048,0.059999999,0.833000004,0.611000001,0,0,0.514285028,50.08855057,s
0,78,372,150,1,1,0,0,0,0,0,0,0,0,0,1,0,i
34,431,2400,178,1,1,1181,0.111111112,0.277999997,3.210000038,0.129999995,0.166999996,0.833000004,0,0,0.215287,212.2199707,s
121,865,4800,0,1,0,50,0.055555556,0,3.420000076,0.180000007,0.056000002,0,0,0.111000001,0.0122,516.001648,a
432,263,436,0,1,0,28,0.611111105,0.111000001,0.360000014,0,0,0.056000002,0,0,0.360038012,9.31084919,s
13,261,1800,25,1,0,21,0.461538464,0.153999999,8.31000042,0.209999993,0.537999988,0,0,0,0.195883006,1244.116211,a
82,217,867,111,1,1,903,0,0,5.269999981,0.180000007,0,1.055999994,0,0,0.867368996,208.866272,s
183,464,1400,0,1,0,231,0,0,0.419999987,0,0,0.056000002,0,0,0.146801993,0.035278,s
410,2300,2900,150,1,1,706,0,0.722000003,3.329999924,1.129999995,0.111000001,0.166999996,0.166999996,0.111000001,0.133423001,106.5662003,a
370,465,857,0,1,0,956,0,0.5,2.950000048,0.270000011,0,0.222000003,0.166999996,0.056000002,0.178336993,134.1452026,a
58,94,200,0,1,0,313,0,0.056000002,8.100000382,0.349999994,0,1.389000058,0,0,0.328925014,1159.462647,s
9,37,111,0,1,0,57,0,0,21.62000084,0.899999976,0.111000001,3.888999939,0,0.888999999,0.026782,249.334137,s
4,11,44,21,1,0,58,0,0,72.73000336,2.269999981,0,2.75,0,0,0.372207999,375.5959778,s
3,26,65,77,1,0,454,0,0.333000004,44.86999893,0,0,8.666999817,0,2.667000055,0.366319001,24.61388969,s
182,758,1900,0,1,0,183,0,0.166999996,1.470000029,0.07,0,0.722000003,0.611000001,0.111000001,0.242191002,221.1797791,s
397,1200,651,133,1,0,226,0,0.277999997,0.620000005,0.050000001,0,0.222000003,0,0,0.218083993,132.2728729,s
17,388,2200,0,1,1,14,0.470588237,0.528999984,7.96999979,0.270000011,0.059,0,0,0.059,0.210532993,587.295105,s
7,290,925,16,1,0,1,0.857142866,0.42899999,5.420000076,0.050000001,0,0,0,0,0.714286029,943.4956665,i
22,1200,7500,0,1,0,13,0.555555582,0.111000001,3.74000001,0.25,0,0,0,0,0.308183998,516.7584229,s
31,1100,530,59,1,0,265,0,0.666999996,6.53000021,0.349999994,0.388999999,0.166999996,0,0,0.084017001,777.0848999,a
24,72,160,0,1,0,1,0.944444418,0.056000002,6.400000095,0.150000006,0,0,0,0,0.888889015,7.031373024,s
24,235,1500,0,1,0,8,0.666666687,0.722000003,8.039999962,0.310000002,0.333000004,0,0,0,0.431373,744.8440552,s
0,745,3400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
22,333,1400,0,1,0,10,0.777777791,0.166999996,6.010000229,0.219999999,0,0,0,0,0.597185016,99.90356445,s
35,1400,5700,162,1,1,551,0.166666672,0,3.460000038,0.100000002,0,0,0,0.056000002,0.105708003,333.0802002,a
116,203,1200,31,1,0,77,0.055555556,0.388999999,2.299999952,0,0.166999996,1.332999945,0,0,0.025562,89.46096039,a
16,561,3100,0,1,0,83,0,0.125,8.460000038,0.400000006,0,0,0,0,0.018234,804.0258179,a
3,134,859,0,1,0,189,0.333333343,1,12.68999958,1.24000001,0,7.666999817,0,1.332999945,0.065652996,1.192407012,s
19,87,507,0,1,0,15,0.5,0.444000006,9.710000038,0.059999999,0,0,0,0,0.240182996,59.78345871,s
53,278,746,37,1,0,377,0,0.5,1.080000043,0.100000002,0,1.167000055,0,0,0.375616014,9.163193703,s
23,1200,2600,54,1,0,13,0.666666687,0,3.75,0.219999999,0.056000002,0,0,0,0.432527989,684.7052002,s
24,153,947,0,1,0,10,0.944444418,0,10.60000038,0.150000006,0,0.056000002,0,0,0.888889015,14.7354784,s
0,377,1800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
495,946,2000,46,1,0,88,0,0.056000002,2.799999952,0.219999999,0.444000006,0.833000004,0,0,0.018522,238.0394745,a
1,135,776,69,1,0,7,0,0,16.29999924,0,0,1,0,0,0,0,i
308,721,870,13,1,0,47,0.055555556,0.111000001,2.930000067,0.180000007,0,0.444000006,0,0,0.004375,333.5782166,a
1,259,2900,0,1,0,0,1,0,50.97000122,9.270000458,0,0,0,0,0,0,i
93,368,1300,0,1,0,47,0.055555556,0,10.42000008,0.209999993,0,0.611000001,0,0,0.011682,89.24140167,a
66,108,310,153,1,1,25,0.833333314,0,3.24000001,0.150000006,0,0.388999999,0,0,0.705882013,39.71242142,s
3,566,3300,164,1,1,191,0,0,30.92000008,1.830000043,1,0,0,7,1,0.043333001,s
1,1100,1300,187,1,0,17,0,1,1.730000019,0,0,0,0,0,0,0,i
12,28,146,152,1,0,109,0,0,21.12999916,0.300000012,0.25,0.583000004,0,0,0.577257991,29.3467598,s
12,139,816,0,1,0,26,0.416666657,0.082999997,16.96999931,1.259999991,0.082999997,0.082999997,0,0,0.165237993,258.0307617,a
152,287,1200,144,1,0,70,0,0.5,5.090000153,0.370000005,0.056000002,0,0,0,0.110988997,12.72507668,a
351,169,1300,168,1,1,607,0,0.222000003,8.909999847,0.49000001,0,1.5,0,0.111000001,0.550936997,32.4481926,s
4,503,2300,23,1,0,1,0.75,0.25,8.199999809,0.300000012,0,0,0,0,0.5,3992.973145,i
185,242,537,0,1,0,5,0.722222209,0.388999999,3.309999943,0.230000004,0,0.056000002,0,0,0.50980401,502.5567017,a
5300,2100,2300,164,1,0,206,0.558823526,0.912000001,0.07,0,0.5,0.617999971,0,0,0.411060989,6.322597981,s
67,145,564,0,1,0,58,0,0.222000003,7.96999979,0.689999998,0,0.056000002,0,0,0.024062,222.0205078,a
2,159,1200,0,1,0,2,1,0,5.03000021,0,0,0,0,0,0,5263.748535,i
9,394,1900,0,1,0,3,0.888888896,0.111000001,3.440000057,0.200000003,0.111000001,0,0,0,0.777778029,1872.448731,i
37,190,124,69,1,1,46,0.333333343,0,4.360000134,0.150000006,0,1.332999945,0,0,0.126405999,547.1516113,a
5,837,4600,150,1,0,103,0,0,7.599999905,0.219999999,0,0.400000006,0,0,0.099666998,77.31066895,a
10,111,924,0,1,0,23,0.100000002,0,15.22999954,0.540000022,0,0,0,0,0.016410001,403.1872253,i
1,22,184,0,1,0,0,1,0,13.64000034,4.550000191,0,0,0,0,0,0,i
138,117,782,150,1,0,77,0,0.166999996,15.52999973,1.090000033,0.555999994,0.277999997,0,0.222000003,0.106030002,57.27067947,s
11,75,424,0,1,0,14,0.636363626,0.455000013,27.76000023,0.479999989,0,0.090999998,0,0,0.272727013,162.8953857,s
3,81,262,0,1,0,0,1,0,16.04999924,0.409999996,0,0,0,0,1,426.4640808,i
0,910,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
11,104,83,0,1,0,4,0.545454562,0,15.8199997,0.349999994,0,0,0,0.090999998,0.272727013,100.3824234,a
30,804,5300,110,1,0,75,0.555555582,0,3.190000057,0.129999995,0,0,0,0,0.328153998,816.0862427,s
1000,2900,4800,157,1,0,215,0,0,0.660000026,0.050000001,0.222000003,0.222000003,0,0,0.309812009,210.6519775,s
64,961,4200,0,1,0,651,0.5,0.056000002,2.029999971,0.050000001,0,0,0,0,0.257447004,24.05293274,s
117,154,683,0,1,0,22,0.277777791,0.388999999,7.789999962,1.009999991,0.111000001,0,0,0,0.077757999,58.94316483,a
26,193,266,0,1,0,7,0.444444448,0,7.139999867,0.119999997,0.111000001,0,0,0,0.187736005,639.0067139,a
3,1000,3800,20,1,0,43,0,0,13.36999989,0.629999995,1,2.332999945,0,0,0.278515995,3108.500732,s
17,65,439,135,1,0,111,0,0,9.859999657,1,0.175999999,0.528999984,0,0,0.35263601,21.12555695,s
26,106,288,0,1,0,0,1,0.166999996,6.340000153,0.579999983,0.056000002,0,0,0,1,354.7779236,a
540,656,1900,42,1,0,525,0.055555556,0.277999997,0.509999991,0.02,0,0.222000003,0.388999999,0.111000001,0.128987998,58.04009247,s
90,503,1100,0,1,0,245,0.277777791,0.166999996,8.260000229,0.289999992,0.166999996,0,0,0,0.076291002,157.7478027,a
123,690,6600,0,1,0,0,1,0.277999997,1.580000043,0.059999999,0,0,0,0,1,192.1854706,a
35,283,1200,156,1,1,423,0,0.555999994,6.889999867,0.289999992,0.388999999,0.555999994,0,0,0.252164006,621.1616821,s
4,106,911,0,1,0,5,0.75,0,11.07999992,0.939999998,0.25,0,0,0,0.5,480.2220764,i
76,714,341,40,1,0,665,0,0.056000002,4.539999962,0.259999991,0,0.111000001,0.611000001,0.166999996,0.177765995,62.47896576,s
63,226,1400,0,1,0,12,0.555555582,0.277999997,8.699999809,0.340000004,0,0,0,0,0.300653994,26.22263908,s
3,28,203,0,1,0,7,0.333333343,0,22.62000084,0,0,0,0,0,0,0.679629982,i
85,822,4400,89,1,1,181,0,0,8.850000382,0.239999995,0,0.777999997,0,0.056000002,0.112002,107.9383469,a
4,109,179,0,1,0,13,0.25,0,6.420000076,1.149999976,0,0,0,0,0.287456989,0.894721985,s
423,1100,2600,52,1,0,73,0.055555556,0.388999999,1.950000048,0.07,0,0.611000001,0,0,0.050811,70.48675537,a
172,807,3300,155,1,0,676,0,0.056000002,10.72999954,0.460000008,1,0,0,0,0.261518002,70.35350037,s
302,318,678,11,1,0,25,0.111111112,0.777999997,1.100000024,0.02,0.056000002,0.111000001,0,0,0.027817,77.40152741,a
48,59,565,63,1,0,32,0.055555556,0,14.40999985,0.560000002,0.056000002,0,0,0,0.041721001,41.87279129,a
98,367,936,67,1,0,307,0.222222224,0.111000001,6.21999979,0.409999996,0,0.388999999,1,0.222000003,0.102987997,58.68854904,s
225,2400,1500,93,1,1,155,0,0.722000003,0.639999986,0.079999998,0.777999997,1.444000006,0.056000002,0.166999996,0.013138,548.5136719,a
18,828,1300,30,1,0,162,0.166666672,0.056000002,2.359999895,0.100000002,0,0.166999996,0.777999997,0.111000001,0.049644001,222.7206421,s
52,271,1100,150,1,1,323,0,0,4.349999905,0.180000007,0.056000002,2.111000061,0,0,0.107675999,490.5874329,a
414,1600,7500,170,1,0,501,0,0,1.450000048,0.150000006,0,0,0,0,0.61311698,441.4940186,s
547,1200,2500,57,1,0,366,0,1,2.309999943,0.230000004,0.388999999,0,0,0,0.043492001,53.24357987,a
1100,775,6100,140,1,0,348,0.166666672,0.056000002,1.409999967,0.109999999,0,0,0,0,0.235755995,58.69936752,s
6,304,1800,0,1,0,10,0.333333343,0.333000004,4.989999771,1.320000053,0,0,0,0,0,530.3699341,i
22,1500,6400,30,1,0,8,0.555555582,0,4.690000057,0.119999997,0,0,0,0,0.294117987,1058.698853,s
622,1300,6900,39,1,0,16,0.888888896,0,1.259999991,0.029999999,0,0,0,0,0.784313977,89.73937988,s
168,1100,3800,0,1,0,11,0.611111105,0.5,0.769999981,0.039999999,0,0,0,0,0.362558007,302.8639526,s
12,892,4200,25,1,0,12,0.666666687,0.166999996,7.320000172,0.479999989,0,0,0,0,0.42424199,1399.310913,s
163,511,703,0,1,0,466,0,0,2.359999895,0.079999998,0,0.056000002,0,0,0.143759996,130.610672,a
184,492,3000,0,1,0,0,1,0.056000002,4.110000134,0.050000001,0,0,0,0,1,9.424675942,a
64,188,200,0,1,0,20,0.611111105,0.166999996,2.359999895,0.150000006,0.056000002,0,0,0,0.366777986,80.41340637,s
12,1200,7100,84,1,1,203,0,0,9.770000458,0.219999999,0.583000004,1.082999945,0,0,0.073184997,1046.91333,a
244,855,1400,0,1,0,14,0.333333343,0.056000002,1.940000057,0.01,0,0,0,0,0.102917999,87.70346832,a
491,917,2600,147,1,0,52,0.333333343,0.944000006,1.759999991,0.050000001,0,0.166999996,0,0,0.125606999,77.13316345,a
243,1000,5300,156,1,0,23,0.555555582,0.166999996,2.109999895,0.119999997,0,0,0,0,0.305043995,558.164978,s
108,272,1500,0,1,0,3,0.555555582,0.333000004,5.090000153,0.159999996,0,0,0,0,0.261438012,177.2835846,a
8,230,144,0,1,0,744,0,0.375,3.700000048,0,0,0,0,0,0.238037005,1676.815186,s
20,65,125,0,1,0,7,0.666666687,0.277999997,16.67000008,1.539999962,0,0.111000001,0,0,0.437907994,10.62770081,s
41,1400,7500,34,1,0,6,0.611111105,0,0.050000001,0.02,0,0,0,0,0.359477013,20.51260757,s
12,170,228,62,1,0,7,0.5,0,7.400000095,0.050000001,0,0,0,0,0.227273002,75.11669159,s
31,471,792,0,1,1,18,0.055555556,0,3.49000001,0.07,0,0,0,0,0.030043,429.217926,a
104,294,1200,144,1,0,70,0.111111112,0.5,10.23999977,1.340000033,0,0.777999997,0,0,0.071606003,189.2427673,a
845,978,6500,44,1,0,9,0.555555582,0.888999999,1.909999967,0.079999998,0,0,0,0,0.400005013,141.3580017,s
20,145,712,0,1,0,11,0.555555582,0.333000004,3.559999943,0.230000004,0,0,0,0,0.296003997,313.0652161,s
63,106,676,32,1,0,2,0.833333314,0,6.809999943,0.310000002,0,0,0,0,0.686275005,191.9076386,a
152,731,2300,47,1,1,21,0.611111105,0.388999999,0.980000019,0.039999999,0,0,0,0,0.399203003,121.3326874,s
233,894,2200,48,1,0,59,0,0.277999997,2.450000048,0.319999993,0,0.611000001,0,0,0.029262999,122.9216995,a
134,379,2700,126,1,0,43,0,0.666999996,6.050000191,0.119999997,0.833000004,0,0,0.111000001,0.022583,82.62901306,a
100,418,1200,0,1,0,218,0,0,0.529999971,0,0,0.166999996,0.222000003,0.166999996,0.234686002,1690.406006,s
13,111,1100,0,1,0,0,1,0,17.67000008,0.970000029,0,0,0,0,1,138.9229279,a
81,195,510,0,1,0,15,0.888888896,0.444000006,3.529999971,0.259999991,0.056000002,0.222000003,0,0,0.784883022,134.8151093,s
30,240,1000,45,1,0,37,0.055555556,0,6.5,0.119999997,0,0,0,0,0.054221001,42.06597138,a
19,1200,2000,33,1,0,1,0.944444418,0,2.359999895,0.039999999,0,0,0,0,0.888889015,31.12543106,a
1,241,1100,20,1,0,12,0,1,29.45999908,0.829999983,0,0,0,0,0,0,i
5,9,98,0,1,0,596,0,0.400000006,60,2.220000029,0,5.400000095,2,0.200000003,0.076655999,128.6404419,s
1,525,1700,0,1,0,76,0,0,19.43000031,1.139999986,0,0,0,0,0,0,i
6,189,1200,131,1,0,307,0,0.333000004,7.940000057,0.349999994,0,2,0,0,0.445935994,0.076759003,s
0,113,1600,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
41,102,551,0,1,0,78,0.055555556,0.111000001,8.010000229,0.330000013,0,0.111000001,0,0,0.026853001,409.8397522,a
3,44,261,0,1,0,2,0.666666687,0.333000004,43.18000031,1.519999981,0,0.333000004,0,0,0.333332986,158.1974945,i
103,499,449,51,1,0,90,0,0.166999996,5.960000038,0.219999999,0.111000001,0.166999996,0,0,0.032862,1064.839233,a
29,210,294,0,1,0,102,0,0.643000007,4.679999828,0.029999999,0.035999999,0,0,0,0.014224,360.1363831,a
36,292,1500,13,1,0,20,0.277777791,0,13.60000038,0.129999995,0,0,0,0,0.052359998,109.1311874,a
72,1900,4100,162,1,1,355,0.222222224,0.222000003,5.159999847,0.119999997,0.5,0.166999996,0.388999999,0,0.108176999,933.5970459,s
91,647,2500,0,1,0,50,0,0.611000001,4.130000114,0.49000001,0.944000006,0.222000003,0.056000002,0,0.022311,380.9395142,a
7,909,6900,0,1,0,22,0.142857149,0.286000013,38.06000137,0.75,0,0,0,0,0,339.9748535,i
1,42,708,0,1,0,0,1,0,52.38000107,11.89999962,0,0,0,0,0,0,i
8,73,362,0,1,0,45,0.25,0.125,13.52999973,0.680000007,0,0.875,0.125,0,0.035714001,62.81225586,i
2,594,1300,0,1,0,0,1,0,20.03000069,0.930000007,0,0,0,0,1,39.75333405,i
14,474,5900,0,1,0,0,1,0.071000002,5.880000114,0.200000003,0,0,0,0,1,1.938055992,s
152,427,1100,0,1,0,233,0,0.166999996,6.539999962,0.310000002,0,1.610999942,0,0,0.094728999,426.5492859,a
120,182,328,87,1,0,424,0,0.611000001,4.489999771,0.430000007,0,0.388999999,0.5,0.111000001,0.066803999,378.2603455,s
0,2,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
36,430,1300,0,1,0,42,0.111111112,0,5.650000095,0.310000002,0,0,0,0,0.015217,490.4856262,a
3,972,7200,0,1,0,5,0.666666687,0.333000004,18.89999962,1.059999943,0,0,0,0,0.333332986,169.4536133,i
0,75,225,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1400,1500,7500,159,1,0,2,0.944444418,0.944000006,0.029999999,0,0,0,0,0,0.888889015,3.982747078,s
22,209,2900,128,1,0,0,0,0,0,0,0,0,0,0,1,0,s
0,163,982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
